1.0;-0.002789432;0.9962762;0.0694201;0.05105727;-0.004337342;0.9971672;0.0693406;0.02881991;-0.005463664;0.9994027;0.03368606;0.005438252;0;0;0;0;0.7981794;-0.5713144;0.05991263;-0.1814384;0.9639478;-0.009416224;-0.1098174;-0.2421904;0.6677476;0.6287767;0.1954229;-0.3472218;0.7061543;0.5504895;0.4381737;-0.07944206;0.8108124;0.55557;-0.05025149;-0.1772008;0.7687023;-0.1591439;0.5592363;-0.2665046;-0.1768711;0.7476046;-0.6401594;0;-0.1865263;0.7506633;-0.6338078;0;-0.6700456;0.6830992;-0.1526365;0.2472177;0.7419673;-0.05304432;-0.6680042;-0.0210088;0.8102635;-0.07718775;-0.578456;0.05388756;0;0;0;0;0.6900092;0.6921081;-0.09889942;-0.1873297;0.6700949;0.04189381;0.741082;-0.00389095;0.8194786;0.06647128;0.5660481;0.06021554;0;0;0;0;-0.005759609;0.9984976;0.05422931;0.005333851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;-0.002454916;0.9962893;0.06926823;0.0510258;-0.00400308;0.9971811;0.06919602;0.02873687;-0.005451005;0.9994053;0.03363132;0.005306148;0;0;0;0;0.7982603;-0.5712803;0.05979684;-0.1812281;0.9637836;-0.008144432;-0.1106234;-0.2425228;0.6383926;0.5860832;0.2710413;-0.4189248;0.6726406;0.5166544;0.5122358;-0.1350466;0.8108208;0.5555683;-0.05034026;-0.1771418;0.8163499;-0.1339107;0.4870596;-0.2800246;0.7145839;-0.2681742;0;-0.6461055;0.7146976;-0.2841469;0;-0.639115;-0.6699699;0.6831627;-0.152906;0.2470808;0.7419218;-0.05272441;-0.668081;-0.02097661;0.7270839;-0.03487819;-0.6856582;0.002326037;0;0;0;0;0.6899269;0.6921601;-0.09894365;-0.1874179;0.6700648;0.02490368;0.7418011;0.01113987;0.8288534;0.08938981;0.5496778;0.05353189;0;0;0;0;-0.00559907;0.9985029;0.05416419;0.005200282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;-0.002566887;0.9963287;0.06919035;0.05035187;-0.004092262;0.9971969;0.06911691;0.02836551;-0.005462554;0.9994068;0.03359335;0.005256237;0;0;0;0;0.7981611;-0.5714817;0.05974285;-0.1810476;0.9637284;-0.007135496;-0.1116405;-0.2423077;-0.4466945;-0.3318585;-0.5302375;0.6396735;0.4354699;0.4605993;0.7181422;-0.287204;0.8107606;0.5556883;-0.05036253;-0.1770356;0.8187734;-0.1322549;0.4827677;-0.2811655;0.7161195;-0.2723122;0;-0.6426654;0.7163309;-0.2884727;0;-0.6353372;-0.6698837;0.6834038;-0.1525948;0.2468396;0.7414689;-0.05243149;-0.6685894;-0.0215197;0.7243093;-0.03706491;-0.6884629;0.004577044;0;0;0;0;0.6900167;0.6918854;-0.09956846;-0.18777;0.670547;0.02511314;0.7413515;0.01157814;0.8282459;0.08970109;0.5501577;0.05734902;0;0;0;0;-0.005626341;0.9985046;0.0541316;0.005150323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;-0.002436226;0.9963164;0.06929789;0.05045453;-0.003954895;0.997183;0.06922784;0.02859964;-0.005522176;0.999405;0.03357499;0.00563778;0;0;0;0;0.7982493;-0.5712888;0.05992918;-0.181206;0.9636892;-0.007001671;-0.1112647;-0.2426401;0.638435;0.5831822;0.2728405;-0.4217315;0.6621461;0.5296617;0.5168638;-0.1177833;0.810566;0.5561333;-0.04999931;-0.1766312;0.9396868;-0.01702203;0.142321;-0.3105538;0.3328927;-0.5258662;0.6222344;0.4748383;0.6120898;-0.03754575;0.4423659;0.6544073;-0.6698284;0.6833782;-0.1527043;0.2469931;0.7414659;-0.05121745;-0.6686066;-0.02387722;0.7282293;-0.0377376;-0.6842581;0.006988118;0;0;0;0;0.6899313;0.691958;-0.09943277;-0.1878882;0.6704919;0.02616149;0.7413708;0.01119981;0.8299456;0.0933171;0.5469182;0.05798987;0;0;0;0;-0.00555321;0.9985008;0.05417392;0.005528584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;-0.002097313;0.9961768;0.06904158;0.05348509;-0.003704702;0.9971521;0.06897401;0.03026992;-0.005551151;0.999408;0.033441;0.005870428;0;0;0;0;0.7982674;-0.5711857;0.06023158;-0.1813507;0.9646972;-0.008773149;-0.1029239;-0.2422583;-0.2386971;-0.3790691;0.6612522;-0.6017275;-0.4700463;-0.09494273;0.6719273;-0.5644076;0.8104788;0.5563264;-0.04994578;-0.1764381;0.9398987;-0.01597638;0.1413338;-0.3104192;-0.4931428;0.6350483;-0.5074896;-0.3098034;0.7343803;-0.3585693;0.08738026;0.56963;-0.6696163;0.6827934;-0.1544603;0.248091;0.7436757;-0.0633664;-0.6655051;-0.005851424;0.7312835;-0.04508529;-0.6805253;0.008775894;0;0;0;0;0.6906691;0.6919525;-0.09781076;-0.1860405;0.6682877;0.02571011;0.7433823;0.01063854;0.829693;0.0936547;0.547233;0.05808832;0;0;0;0;-0.005430101;0.9985074;0.05403949;0.005758751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;-0.002348458;0.99615;0.06889758;0.05415669;-0.003950695;0.9971402;0.06882428;0.03096702;-0.006550351;0.999419;0.03277999;0.006649287;0;0;0;0;0.7987168;-0.5705156;0.06086282;-0.1812712;0.9647811;-0.008743025;-0.1032091;-0.2418033;0.5716721;0.6538081;-0.408952;0.2801506;0.6263068;0.6109663;-0.2558141;0.4111193;0.8104485;0.5567686;-0.04951807;-0.1752998;0.9397038;-0.01759911;0.1456594;-0.3089181;-0.4902548;0.637023;-0.5094078;-0.3071733;0.7351171;-0.3560943;0.09179386;0.5695379;-0.6695284;0.6826215;-0.154914;0.2485183;0.7441191;-0.04939562;-0.6660307;-0.0158039;0.7169604;-0.09144884;-0.6899166;0.04024997;0;0;0;0;0.6904018;0.6923692;-0.09757492;-0.1856056;0.6678415;0.03348177;0.7435485;0.001523262;0.8252627;0.08368464;0.5551637;0.06108691;0;0;0;0;-0.006147216;0.9985257;0.05353767;0.006513914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;-0.002693673;0.9961444;0.0685088;0.05473369;-0.00429076;0.9971499;0.06842734;0.0314859;-0.007500505;0.9994438;0.03169366;0.007164262;0;0;0;0;0.7996547;-0.5696686;0.0609072;-0.1797786;0.9648741;-0.008374259;-0.1034593;-0.2413381;0.5511764;0.640285;-0.4351827;0.3112167;0.6161189;0.5881833;-0.2865754;0.4385346;0.8108876;0.556873;-0.04891193;-0.1730936;0.9398288;-0.01658849;0.144663;-0.3090622;-0.5023351;0.642451;-0.4991857;-0.2927965;0.7403067;-0.3745229;0.06274933;0.5547444;-0.6693647;0.6825759;-0.1553898;0.2487872;0.7445255;-0.04988436;-0.6655353;-0.01600521;0.7169418;-0.09029694;-0.6900516;0.04086341;0;0;0;0;0.6902279;0.6926821;-0.09764185;-0.1850489;0.6673804;0.03585502;0.743852;-0.001391763;0.7027827;0.08913437;0.7043072;0.04585821;0;0;0;0;-0.006939944;0.9985644;0.05264874;0.007007735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;-0.002934403;0.996079;0.06858159;0.05580924;-0.004542479;0.9971141;0.06849388;0.03242646;-0.007536814;0.9994373;0.03170284;0.007953393;0;0;0;0;0.7995588;-0.5694091;0.06173227;-0.1807435;0.9650779;-0.007108743;-0.1027661;-0.240859;0.5681037;0.6527095;-0.4115709;0.2860732;0.6259859;0.6053344;-0.2452097;0.4261267;0.8109823;0.5567848;-0.04848283;-0.1730539;0.9487202;0.01007321;0.06423196;-0.3093588;-0.5549623;0.598489;-0.466187;-0.3413173;0.6837302;-0.4129478;0.2674447;0.5389437;-0.669168;0.682355;-0.1559257;0.2495857;0.7452549;-0.05063012;-0.664662;-0.01600165;0.7174206;-0.08997247;-0.6895877;0.04100674;0;0;0;0;0.690229;0.6928822;-0.09715933;-0.1845487;0.6665601;0.03641918;0.7445582;-0.002090317;0.7022325;0.08511908;0.7052955;0.0467173;0;0;0;0;-0.007010488;0.9985572;0.05266452;0.007796155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;-0.002976214;0.9959555;0.06839032;0.05819457;-0.004640308;0.997077;0.06829759;0.03393059;-0.007764205;0.9994444;0.0312674;0.008546488;0;0;0;0;0.7996281;-0.5694495;0.06204524;-0.1802013;0.9651406;-0.007066332;-0.1030463;-0.2404896;0.5517876;0.6423218;-0.43163;0.3108834;0.6213592;0.5820181;-0.2559223;0.4578989;0.8109249;0.557332;-0.04791499;-0.1717145;0.9488012;0.01026399;0.06331352;-0.3092932;-0.5460883;0.5912045;-0.4764059;-0.3539805;0.6862083;-0.3771168;0.282355;0.5542353;-0.668583;0.6822067;-0.1571753;0.250772;0.7468446;-0.05106622;-0.6628546;-0.01546225;0.7176782;-0.08979297;-0.689342;0.04102281;0;0;0;0;0.6898603;0.6937826;-0.09582722;-0.1832364;0.6647826;0.03809706;0.7460584;-0.00306152;0.7020309;0.08445507;0.7055851;0.04657855;0;0;0;0;-0.007242755;0.9985701;0.05229609;0.00838434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;-0.003288218;0.9959811;0.06844914;0.05766784;-0.004919224;0.9970729;0.0683513;0.03390561;-0.008249301;0.9994305;0.03144081;0.00906956;0;0;0;0;0.8000616;-0.5686272;0.06235003;-0.1807678;0.9651511;-0.006998559;-0.1033195;-0.2403322;0.5219609;0.6211206;-0.4662524;0.3526681;0.6064664;0.5449295;-0.2931274;0.4993263;0.810935;0.5574026;-0.04750917;-0.1715507;0.9489728;0.009437746;0.06385205;-0.3086817;-0.5524394;0.5968004;-0.468388;-0.3453297;0.6921644;-0.382343;0.2662796;0.5511964;-0.6690089;0.6819046;-0.1569341;0.250609;0.7465231;-0.05136103;-0.6631968;-0.01533925;0.7178333;-0.08942343;-0.6892401;0.04082593;0;0;0;0;0.6893715;0.694118;-0.09617911;-0.1836212;0.6650811;0.03530611;0.7458927;-0.008033924;0.7017287;0.084645;0.7057446;0.04833735;0;0;0;0;-0.007652474;0.9985584;0.05237678;0.008897463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
