1.0;0.1368811;-0.2938234;2.242051;0.1478173;0.0646827;2.323397;0.1554692;0.4099416;2.367829;0.1558266;0.578862;2.407212;-0.03196163;0.2957653;2.312009;-0.04895186;0.08465116;2.181623;-0.1982644;0.0617647;2.052911;-0.2481861;0.05431353;2.014721;0.3271477;0.2820562;2.290311;0.325596;0.09704543;2.159342;0.07995242;0.07084529;2.133461;0.004778196;0.06448838;2.160608;0.05119935;-0.2858179;2.193654;0.03265564;-0.6854488;2.083665;0.008152956;-1.094535;2.050994;7.124431E-05;-1.109229;1.922533;0.2172642;-0.2906094;2.204407;0.2806976;-0.6086858;2.036003;0.3076873;-0.9956669;1.993606;0.264152;-1.069546;1.952352;0.1546731;0.3253903;2.360138;-0.2466996;0.05398821;2.002654;-0.2447607;0.0535639;1.986914;-0.08420231;0.05538929;2.151133;0.006318233;0.1312322;2.122725
1.0;0.1358159;-0.291108;2.24221;0.142463;0.06742117;2.320942;0.1446829;0.4114758;2.370808;0.1470841;0.580361;2.409808;-0.04052274;0.2918628;2.312553;-0.06049858;0.0844833;2.189549;-0.1524739;0.09692498;2.012057;-0.1833109;0.1012647;1.957637;0.3237087;0.281424;2.292886;0.3194233;0.09440888;2.16497;0.08233796;0.07039602;2.134897;0.009691318;0.06532971;2.160798;0.05028323;-0.2835515;2.193891;0.03014344;-0.7482544;2.095747;0.008107789;-1.105668;2.053788;0.0005780281;-1.116816;1.925639;0.2160654;-0.2874595;2.204275;0.2461348;-0.705319;2.044272;0.2475718;-1.022032;2.021311;0.1998513;-1.071834;1.973254;0.1450896;0.3272917;2.361178;-0.1821761;0.1006378;1.945517;-0.1806958;0.09982007;1.929709;-0.07406918;0.05942203;2.147176;0.0215155;-0.0063307;2.165042
1.0;0.1298908;-0.2869553;2.242408;0.1349661;0.06926481;2.320388;0.1365816;0.411131;2.374612;0.1345038;0.5806795;2.415516;-0.05001479;0.2880268;2.314562;-0.06768889;0.07964393;2.190059;-0.1178184;0.1448974;2.007271;-0.05543768;0.1589088;1.989535;0.3186496;0.2812958;2.297168;0.3142955;0.09227042;2.169358;0.08292846;0.07031443;2.135866;0.01526667;0.06551441;2.160448;0.04455579;-0.2801302;2.194613;0.02967329;-0.7616421;2.095133;0.00762029;-1.106224;2.054181;0.0004340736;-1.116609;1.928089;0.2101257;-0.2826583;2.203907;0.2283447;-0.7109408;2.052299;0.224219;-1.015503;2.032335;0.2160217;-1.032645;1.907725;0.1367762;0.32749;2.363803;-0.05509925;0.1579387;1.977389;-0.05465782;0.1566733;1.961547;-0.06220421;0.0639042;2.14206;0.04852042;-0.007392574;2.149769
1.0;0.1227195;-0.2856019;2.243172;0.1264129;0.06918744;2.320367;0.1281215;0.4097799;2.37678;0.1239672;0.5798347;2.419327;-0.05432084;0.2863979;2.316514;-0.07252693;0.07814535;2.191525;-0.1007366;0.1595307;2.010364;-0.03926841;0.1690762;1.99212;0.3133831;0.2805336;2.29972;0.3068072;0.08782259;2.172483;0.04834009;0.08501834;2.144969;-0.03314929;0.08330706;2.161658;0.03684738;-0.2789201;2.196591;0.02962502;-0.7649142;2.096089;0.001750342;-1.113483;2.059941;-0.009560439;-1.157514;1.978192;0.2036334;-0.2812439;2.20364;0.208602;-0.7075204;2.060497;0.1785602;-1.003202;2.058132;0.1789151;-1.057756;1.977793;0.1279866;0.326409;2.36544;-0.03902919;0.1680462;1.979984;-0.03871717;0.1667027;1.964154;-0.10886;0.08027866;2.156858;-0.04093169;0.02468874;2.150106
1.0;0.117542;-0.2830958;2.244155;0.1205281;0.0696671;2.321593;0.1211088;0.4082116;2.380262;0.1152511;0.5788909;2.424195;-0.06315306;0.2828324;2.319228;-0.07777757;0.07471824;2.193302;-0.07164084;0.1726242;2.018152;-0.01111598;0.182252;2.000263;0.3069825;0.2791424;2.302252;0.2988404;0.08327895;2.172589;0.03983571;0.08429345;2.144711;-0.03734545;0.08173692;2.16163;0.03171851;-0.2767667;2.197854;0.03281579;-0.7699116;2.098775;-0.001563949;-1.114362;2.061154;-0.01034567;-1.15912;1.976158;0.198724;-0.2785385;2.204383;0.1921322;-0.7031002;2.072001;0.1488027;-1.004768;2.07282;0.1326871;-1.028352;1.950262;0.1212252;0.3253851;2.368289;-0.01104864;0.1811478;1.988145;-0.0109608;0.1797076;1.972338;-0.1088509;0.07931351;2.156816;-0.0420026;0.1485287;2.171684
1.0;0.1133199;-0.2820919;2.244067;0.1148905;0.06886427;2.322649;0.114036;0.4051576;2.384015;0.1083398;0.5759044;2.427795;-0.06747827;0.2793188;2.322509;-0.08276094;0.07138155;2.19508;-0.05660778;0.1784502;2.027283;0.01626976;0.09352472;2.143168;0.301078;0.2789147;2.305169;0.2970393;0.08398268;2.173367;0.03754654;0.08725698;2.145975;-0.0376313;0.08524726;2.152629;0.02750057;-0.2764167;2.197674;0.03504296;-0.7776399;2.10148;-0.006441414;-1.117205;2.059589;-0.0145344;-1.164535;1.96959;0.1946302;-0.2769104;2.204477;0.1789144;-0.7027211;2.082556;0.1170517;-1.06422;2.070752;0.02422312;-1.109136;1.99828;0.1144726;0.3229245;2.3713;0.05524058;0.06107472;2.145618;-0.02734671;0.0790214;2.116091;-0.1129211;0.07979132;2.151286;-0.03442974;0.1259597;2.133782
1.0;0.1086772;-0.2816923;2.243684;0.1112698;0.0680332;2.323296;0.1115093;0.4035114;2.385925;0.1025625;0.5725554;2.430891;-0.0716133;0.2750783;2.324563;-0.08645991;0.06893095;2.196658;-0.04858075;0.17869;2.032834;0.01713854;0.09433268;2.141538;0.2955823;0.2756693;2.304236;0.2866773;0.08150177;2.170305;0.09819741;0.0569724;2.124672;0.05785654;0.0739473;2.143374;0.02282997;-0.2762891;2.197517;0.0362803;-0.7877396;2.107673;-0.007870249;-1.117286;2.059384;-0.01831877;-1.166158;1.966063;0.1902524;-0.2762842;2.203953;0.1628709;-0.715703;2.096037;0.1136292;-1.070342;2.072142;0.01707441;-1.116624;1.996376;0.1116712;0.3214502;2.372915;0.05060067;0.06032933;2.142045;-0.02890398;0.08027376;2.1147;0.01192748;0.07083943;2.142758;0.07759222;0.1004601;2.1066
1.0;0.1048987;-0.2810701;2.244173;0.1078229;0.06734998;2.324663;0.108622;0.4016486;2.388617;0.09890453;0.5699948;2.435422;-0.07331137;0.2736593;2.326078;-0.09366147;0.0676836;2.19961;-0.03592166;0.1680521;2.035349;0.02429052;0.09447261;2.142482;0.298766;0.2751933;2.301435;0.2840165;0.0817399;2.169449;0.09546687;0.05625834;2.124439;0.06403112;0.07396207;2.142513;0.01914762;-0.2759926;2.198163;0.03420538;-0.7934985;2.109418;-0.009423072;-1.117543;2.060313;-0.02051132;-1.168377;1.96373;0.1865463;-0.2753769;2.204366;0.1573019;-0.7197405;2.106876;0.1115857;-1.076439;2.079105;0.006974384;-1.114922;1.996387;0.1086116;0.3198644;2.375277;0.05973336;0.06966598;2.1348;-0.004645238;0.1166436;2.129;0.01909331;0.08255866;2.137469;0.05669089;0.09425323;2.105692
1.0;0.1018876;-0.2814087;2.244207;0.105204;0.06640289;2.325384;0.1066984;0.4003;2.390113;0.09771004;0.5691943;2.436816;-0.07645244;0.2727985;2.32983;-0.09754286;0.06462909;2.201704;-0.03318654;0.1725028;2.045029;0.02425863;0.09566508;2.142805;0.2908235;0.2740895;2.304238;0.2804079;0.08178215;2.168701;0.09271609;0.04583195;2.127567;0.06894503;0.06258254;2.147533;0.01613224;-0.2770447;2.198787;0.03008509;-0.7997777;2.111329;-0.01435183;-1.122136;2.06332;-0.02212711;-1.171256;1.959464;0.1834489;-0.2750485;2.203912;0.1561138;-0.7243222;2.113457;0.1170129;-1.074866;2.081571;0.005979076;-1.1195;2.010712;0.1064998;0.3185888;2.376601;0.06118479;0.06776427;2.130952;0.008359578;0.1188101;2.12875;0.02923763;0.07354329;2.137503;0.07630558;0.0887425;2.102429
1.0;0.09960331;-0.2819061;2.244067;0.1030984;0.06565811;2.326225;0.1048642;0.3993471;2.392253;0.09656049;0.5684947;2.438335;-0.07834752;0.2727658;2.332365;-0.1000545;0.06363259;2.202247;-0.03192664;0.1780529;2.052089;0.02550722;0.09815362;2.143435;0.2875274;0.2734818;2.304761;0.2777541;0.08217898;2.168677;0.09067544;0.04103407;2.129052;0.07222259;0.0536015;2.15227;0.01398488;-0.2779261;2.198629;0.02132698;-0.8057851;2.116215;-0.01638832;-1.123633;2.064445;-0.02460437;-1.174434;1.958405;0.1811662;-0.2751506;2.203846;0.1544695;-0.7301058;2.120009;0.1181513;-1.07471;2.081961;0.00334426;-1.121181;2.012207;0.1045849;0.317675;2.378396;0.06292601;0.06978322;2.127272;0.04544621;0.1172885;2.1249;0.03558476;0.07469728;2.134775;0.07776687;0.08684329;2.1041
